Distance (mm),Absorbance,sgRNA,Treatment,nuclease
72.63,0.006745000000000001,GCN1,HHT,- micrococcal nuclease
72.73,0.007307999999999995,GCN1,HHT,- micrococcal nuclease
72.83,0.007447999999999996,GCN1,HHT,- micrococcal nuclease
72.93,0.007683999999999996,GCN1,HHT,- micrococcal nuclease
73.03,0.007905999999999996,GCN1,HHT,- micrococcal nuclease
73.13,0.008562,GCN1,HHT,- micrococcal nuclease
73.23,0.008466000000000001,GCN1,HHT,- micrococcal nuclease
73.33,0.008276999999999993,GCN1,HHT,- micrococcal nuclease
73.43,0.008905999999999997,GCN1,HHT,- micrococcal nuclease
73.53,0.009209999999999996,GCN1,HHT,- micrococcal nuclease
73.63,0.00884399999999999,GCN1,HHT,- micrococcal nuclease
73.73,0.009211999999999998,GCN1,HHT,- micrococcal nuclease
73.83,0.009606000000000003,GCN1,HHT,- micrococcal nuclease
73.93,0.009669999999999998,GCN1,HHT,- micrococcal nuclease
74.02,0.00995,GCN1,HHT,- micrococcal nuclease
74.13,0.010032,GCN1,HHT,- micrococcal nuclease
74.22,0.010602,GCN1,HHT,- micrococcal nuclease
74.33,0.010261999999999993,GCN1,HHT,- micrococcal nuclease
74.43,0.010114999999999999,GCN1,HHT,- micrococcal nuclease
74.52,0.010139999999999996,GCN1,HHT,- micrococcal nuclease
74.63,0.010584999999999997,GCN1,HHT,- micrococcal nuclease
74.73,0.010599999999999998,GCN1,HHT,- micrococcal nuclease
74.82,0.010707999999999995,GCN1,HHT,- micrococcal nuclease
74.92,0.010649999999999993,GCN1,HHT,- micrococcal nuclease
8.06,0.34064,GCN1,DMSO,- micrococcal nuclease
8.16,0.328725,GCN1,DMSO,- micrococcal nuclease
8.26,0.30806,GCN1,DMSO,- micrococcal nuclease
8.36,0.29253599999999996,GCN1,DMSO,- micrococcal nuclease
8.46,0.28204799999999997,GCN1,DMSO,- micrococcal nuclease
8.55,0.275872,GCN1,DMSO,- micrococcal nuclease
8.66,0.267922,GCN1,DMSO,- micrococcal nuclease
8.76,0.247936,GCN1,DMSO,- micrococcal nuclease
8.86,0.239164,GCN1,DMSO,- micrococcal nuclease
8.96,0.224765,GCN1,DMSO,- micrococcal nuclease
9.06,0.227454,GCN1,DMSO,- micrococcal nuclease
9.15,0.21088999999999997,GCN1,DMSO,- micrococcal nuclease
9.25,0.19804899999999998,GCN1,DMSO,- micrococcal nuclease
9.35,0.19275799999999998,GCN1,DMSO,- micrococcal nuclease
9.45,0.181282,GCN1,DMSO,- micrococcal nuclease
9.55,0.175537,GCN1,DMSO,- micrococcal nuclease
9.65,0.16611900000000002,GCN1,DMSO,- micrococcal nuclease
9.75,0.159399,GCN1,DMSO,- micrococcal nuclease
9.85,0.15661599999999998,GCN1,DMSO,- micrococcal nuclease
9.95,0.14965699999999998,GCN1,DMSO,- micrococcal nuclease
10.05,0.144357,GCN1,DMSO,- micrococcal nuclease
10.15,0.137693,GCN1,DMSO,- micrococcal nuclease
10.25,0.132633,GCN1,DMSO,- micrococcal nuclease
10.35,0.127944,GCN1,DMSO,- micrococcal nuclease
10.45,0.120936,GCN1,DMSO,- micrococcal nuclease
10.55,0.11894999999999999,GCN1,DMSO,- micrococcal nuclease
10.65,0.11411500000000001,GCN1,DMSO,- micrococcal nuclease
10.75,0.108699,GCN1,DMSO,- micrococcal nuclease
10.85,0.10854199999999999,GCN1,DMSO,- micrococcal nuclease
10.95,0.10346999999999999,GCN1,DMSO,- micrococcal nuclease
11.05,0.10301,GCN1,DMSO,- micrococcal nuclease
11.15,0.09851700000000001,GCN1,DMSO,- micrococcal nuclease
11.25,0.09832699999999998,GCN1,DMSO,- micrococcal nuclease
11.35,0.09568800000000001,GCN1,DMSO,- micrococcal nuclease
11.45,0.092488,GCN1,DMSO,- micrococcal nuclease
11.55,0.08553699999999999,GCN1,DMSO,- micrococcal nuclease
11.64,0.084074,GCN1,DMSO,- micrococcal nuclease
11.75,0.08238,GCN1,DMSO,- micrococcal nuclease
11.85,0.07958,GCN1,DMSO,- micrococcal nuclease
11.94,0.07956899999999999,GCN1,DMSO,- micrococcal nuclease
12.05,0.07715399999999999,GCN1,DMSO,- micrococcal nuclease
12.15,0.072369,GCN1,DMSO,- micrococcal nuclease
12.24,0.07266199999999999,GCN1,DMSO,- micrococcal nuclease
12.34,0.068236,GCN1,DMSO,- micrococcal nuclease
12.44,0.06644599999999999,GCN1,DMSO,- micrococcal nuclease
12.54,0.06697299999999999,GCN1,DMSO,- micrococcal nuclease
12.64,0.06352400000000001,GCN1,DMSO,- micrococcal nuclease
12.74,0.066146,GCN1,DMSO,- micrococcal nuclease
12.84,0.062813,GCN1,DMSO,- micrococcal nuclease
12.94,0.06338500000000001,GCN1,DMSO,- micrococcal nuclease
13.04,0.060792,GCN1,DMSO,- micrococcal nuclease
13.14,0.056826,GCN1,DMSO,- micrococcal nuclease
13.24,0.058317999999999995,GCN1,DMSO,- micrococcal nuclease
13.34,0.054025000000000004,GCN1,DMSO,- micrococcal nuclease
13.44,0.057503,GCN1,DMSO,- micrococcal nuclease
13.54,0.059556,GCN1,DMSO,- micrococcal nuclease
13.64,0.054086999999999996,GCN1,DMSO,- micrococcal nuclease
13.74,0.056937,GCN1,DMSO,- micrococcal nuclease
13.84,0.054038,GCN1,DMSO,- micrococcal nuclease
13.94,0.057839,GCN1,DMSO,- micrococcal nuclease
14.04,0.060260999999999995,GCN1,DMSO,- micrococcal nuclease
14.14,0.054704,GCN1,DMSO,- micrococcal nuclease
14.24,0.05574,GCN1,DMSO,- micrococcal nuclease
14.34,0.054227,GCN1,DMSO,- micrococcal nuclease
14.44,0.052913,GCN1,DMSO,- micrococcal nuclease
14.54,0.053237999999999994,GCN1,DMSO,- micrococcal nuclease
14.64,0.054663,GCN1,DMSO,- micrococcal nuclease
14.74,0.050559999999999994,GCN1,DMSO,- micrococcal nuclease
14.84,0.050452,GCN1,DMSO,- micrococcal nuclease
14.93,0.050439,GCN1,DMSO,- micrococcal nuclease
15.04,0.048876,GCN1,DMSO,- micrococcal nuclease
15.13,0.047224,GCN1,DMSO,- micrococcal nuclease
15.23,0.046024999999999996,GCN1,DMSO,- micrococcal nuclease
15.34,0.047118999999999994,GCN1,DMSO,- micrococcal nuclease
15.43,0.04640799999999999,GCN1,DMSO,- micrococcal nuclease
15.53,0.045353000000000004,GCN1,DMSO,- micrococcal nuclease
15.63,0.047789,GCN1,DMSO,- micrococcal nuclease
15.73,0.043923000000000004,GCN1,DMSO,- micrococcal nuclease
15.83,0.046198,GCN1,DMSO,- micrococcal nuclease
15.93,0.04493699999999999,GCN1,DMSO,- micrococcal nuclease
16.03,0.05083,GCN1,DMSO,- micrococcal nuclease
16.13,0.046846,GCN1,DMSO,- micrococcal nuclease
16.23,0.051207,GCN1,DMSO,- micrococcal nuclease
16.33,0.054948,GCN1,DMSO,- micrococcal nuclease
16.43,0.058562,GCN1,DMSO,- micrococcal nuclease
16.53,0.062594,GCN1,DMSO,- micrococcal nuclease
16.63,0.068008,GCN1,DMSO,- micrococcal nuclease
16.73,0.07480099999999999,GCN1,DMSO,- micrococcal nuclease
16.83,0.08316,GCN1,DMSO,- micrococcal nuclease
16.93,0.09158299999999998,GCN1,DMSO,- micrococcal nuclease
17.03,0.098921,GCN1,DMSO,- micrococcal nuclease
17.13,0.10823100000000001,GCN1,DMSO,- micrococcal nuclease
17.23,0.12047899999999999,GCN1,DMSO,- micrococcal nuclease
17.33,0.12718000000000002,GCN1,DMSO,- micrococcal nuclease
17.43,0.135029,GCN1,DMSO,- micrococcal nuclease
17.53,0.14256599999999997,GCN1,DMSO,- micrococcal nuclease
17.62,0.150221,GCN1,DMSO,- micrococcal nuclease
17.73,0.15432800000000002,GCN1,DMSO,- micrococcal nuclease
17.83,0.15831,GCN1,DMSO,- micrococcal nuclease
17.93,0.16353099999999998,GCN1,DMSO,- micrococcal nuclease
18.02,0.16557299999999997,GCN1,DMSO,- micrococcal nuclease
18.12,0.16726599999999997,GCN1,DMSO,- micrococcal nuclease
18.23,0.164634,GCN1,DMSO,- micrococcal nuclease
18.32,0.165003,GCN1,DMSO,- micrococcal nuclease
18.42,0.163738,GCN1,DMSO,- micrococcal nuclease
18.52,0.160754,GCN1,DMSO,- micrococcal nuclease
18.62,0.15292299999999998,GCN1,DMSO,- micrococcal nuclease
18.72,0.149526,GCN1,DMSO,- micrococcal nuclease
18.82,0.141596,GCN1,DMSO,- micrococcal nuclease
18.92,0.131963,GCN1,DMSO,- micrococcal nuclease
19.02,0.131058,GCN1,DMSO,- micrococcal nuclease
19.12,0.12677100000000002,GCN1,DMSO,- micrococcal nuclease
19.22,0.11681399999999999,GCN1,DMSO,- micrococcal nuclease
19.32,0.10851000000000001,GCN1,DMSO,- micrococcal nuclease
19.42,0.105469,GCN1,DMSO,- micrococcal nuclease
19.52,0.09621600000000001,GCN1,DMSO,- micrococcal nuclease
19.62,0.08808799999999999,GCN1,DMSO,- micrococcal nuclease
19.72,0.08424,GCN1,DMSO,- micrococcal nuclease
19.82,0.07629499999999999,GCN1,DMSO,- micrococcal nuclease
19.92,0.07096599999999999,GCN1,DMSO,- micrococcal nuclease
20.02,0.069066,GCN1,DMSO,- micrococcal nuclease
20.12,0.06017399999999999,GCN1,DMSO,- micrococcal nuclease
20.22,0.058293,GCN1,DMSO,- micrococcal nuclease
20.32,0.053381,GCN1,DMSO,- micrococcal nuclease
20.42,0.047187999999999994,GCN1,DMSO,- micrococcal nuclease
20.52,0.045293,GCN1,DMSO,- micrococcal nuclease
20.62,0.045394000000000004,GCN1,DMSO,- micrococcal nuclease
20.72,0.041491,GCN1,DMSO,- micrococcal nuclease
20.82,0.03779199999999999,GCN1,DMSO,- micrococcal nuclease
20.91,0.032646999999999995,GCN1,DMSO,- micrococcal nuclease
21.02,0.030147999999999994,GCN1,DMSO,- micrococcal nuclease
21.12,0.030048999999999992,GCN1,DMSO,- micrococcal nuclease
21.21,0.029548999999999992,GCN1,DMSO,- micrococcal nuclease
21.32,0.029491000000000003,GCN1,DMSO,- micrococcal nuclease
21.41,0.027495999999999993,GCN1,DMSO,- micrococcal nuclease
21.51,0.024342000000000003,GCN1,DMSO,- micrococcal nuclease
21.61,0.020115999999999995,GCN1,DMSO,- micrococcal nuclease
21.71,0.02192999999999999,GCN1,DMSO,- micrococcal nuclease
21.81,0.021418999999999994,GCN1,DMSO,- micrococcal nuclease
21.91,0.023456999999999992,GCN1,DMSO,- micrococcal nuclease
22.01,0.019974999999999993,GCN1,DMSO,- micrococcal nuclease
22.11,0.016813999999999996,GCN1,DMSO,- micrococcal nuclease
22.21,0.014085,GCN1,DMSO,- micrococcal nuclease
22.31,0.013813999999999993,GCN1,DMSO,- micrococcal nuclease
22.41,0.015999,GCN1,DMSO,- micrococcal nuclease
22.51,0.014792,GCN1,DMSO,- micrococcal nuclease
22.61,0.012242000000000003,GCN1,DMSO,- micrococcal nuclease
22.71,0.010939000000000004,GCN1,DMSO,- micrococcal nuclease
22.81,0.014209,GCN1,DMSO,- micrococcal nuclease
22.91,0.011940999999999993,GCN1,DMSO,- micrococcal nuclease
23.01,0.010547,GCN1,DMSO,- micrococcal nuclease
23.11,0.012442999999999996,GCN1,DMSO,- micrococcal nuclease
23.21,0.012269000000000002,GCN1,DMSO,- micrococcal nuclease
23.31,0.011176999999999992,GCN1,DMSO,- micrococcal nuclease
23.41,0.010341000000000003,GCN1,DMSO,- micrococcal nuclease
23.51,0.012925999999999993,GCN1,DMSO,- micrococcal nuclease
23.61,0.016279000000000002,GCN1,DMSO,- micrococcal nuclease
23.71,0.019374000000000002,GCN1,DMSO,- micrococcal nuclease
23.81,0.021078,GCN1,DMSO,- micrococcal nuclease
23.9,0.01836399999999999,GCN1,DMSO,- micrococcal nuclease
24,0.018074999999999994,GCN1,DMSO,- micrococcal nuclease
24.1,0.019275,GCN1,DMSO,- micrococcal nuclease
24.2,0.024932999999999997,GCN1,DMSO,- micrococcal nuclease
24.3,0.029117000000000004,GCN1,DMSO,- micrococcal nuclease
24.4,0.03465499999999999,GCN1,DMSO,- micrococcal nuclease
24.51,0.039367,GCN1,DMSO,- micrococcal nuclease
24.6,0.045716999999999994,GCN1,DMSO,- micrococcal nuclease
24.7,0.053178,GCN1,DMSO,- micrococcal nuclease
24.8,0.06157,GCN1,DMSO,- micrococcal nuclease
24.9,0.07121999999999999,GCN1,DMSO,- micrococcal nuclease
25,0.07970000000000001,GCN1,DMSO,- micrococcal nuclease
25.1,0.09207,GCN1,DMSO,- micrococcal nuclease
25.2,0.10204899999999999,GCN1,DMSO,- micrococcal nuclease
25.3,0.11304299999999999,GCN1,DMSO,- micrococcal nuclease
25.4,0.12358100000000001,GCN1,DMSO,- micrococcal nuclease
25.5,0.135046,GCN1,DMSO,- micrococcal nuclease
25.6,0.14408300000000002,GCN1,DMSO,- micrococcal nuclease
25.7,0.154296,GCN1,DMSO,- micrococcal nuclease
25.8,0.16170800000000002,GCN1,DMSO,- micrococcal nuclease
25.9,0.169074,GCN1,DMSO,- micrococcal nuclease
26,0.17454199999999997,GCN1,DMSO,- micrococcal nuclease
26.1,0.17866500000000002,GCN1,DMSO,- micrococcal nuclease
26.2,0.18009599999999998,GCN1,DMSO,- micrococcal nuclease
26.3,0.180728,GCN1,DMSO,- micrococcal nuclease
26.4,0.18085299999999999,GCN1,DMSO,- micrococcal nuclease
26.5,0.17921399999999998,GCN1,DMSO,- micrococcal nuclease
26.6,0.17687399999999998,GCN1,DMSO,- micrococcal nuclease
26.7,0.17225200000000002,GCN1,DMSO,- micrococcal nuclease
26.8,0.168051,GCN1,DMSO,- micrococcal nuclease
26.9,0.163134,GCN1,DMSO,- micrococcal nuclease
27,0.157387,GCN1,DMSO,- micrococcal nuclease
27.1,0.15202900000000003,GCN1,DMSO,- micrococcal nuclease
27.19,0.1473,GCN1,DMSO,- micrococcal nuclease
27.3,0.142685,GCN1,DMSO,- micrococcal nuclease
27.39,0.13785599999999998,GCN1,DMSO,- micrococcal nuclease
27.49,0.13271499999999997,GCN1,DMSO,- micrococcal nuclease
27.59,0.127293,GCN1,DMSO,- micrococcal nuclease
27.69,0.122874,GCN1,DMSO,- micrococcal nuclease
27.8,0.11755700000000001,GCN1,DMSO,- micrococcal nuclease
27.89,0.114724,GCN1,DMSO,- micrococcal nuclease
27.99,0.110189,GCN1,DMSO,- micrococcal nuclease
28.09,0.10826599999999999,GCN1,DMSO,- micrococcal nuclease
28.19,0.106473,GCN1,DMSO,- micrococcal nuclease
28.29,0.104332,GCN1,DMSO,- micrococcal nuclease
28.39,0.10135100000000001,GCN1,DMSO,- micrococcal nuclease
28.49,0.102122,GCN1,DMSO,- micrococcal nuclease
28.59,0.10093799999999999,GCN1,DMSO,- micrococcal nuclease
28.69,0.100535,GCN1,DMSO,- micrococcal nuclease
28.79,0.101511,GCN1,DMSO,- micrococcal nuclease
28.89,0.100207,GCN1,DMSO,- micrococcal nuclease
28.99,0.10179600000000001,GCN1,DMSO,- micrococcal nuclease
29.09,0.10390799999999999,GCN1,DMSO,- micrococcal nuclease
29.19,0.10636,GCN1,DMSO,- micrococcal nuclease
29.29,0.107334,GCN1,DMSO,- micrococcal nuclease
29.39,0.10887300000000001,GCN1,DMSO,- micrococcal nuclease
29.49,0.11118299999999999,GCN1,DMSO,- micrococcal nuclease
29.59,0.114418,GCN1,DMSO,- micrococcal nuclease
29.69,0.11703499999999999,GCN1,DMSO,- micrococcal nuclease
29.78,0.119911,GCN1,DMSO,- micrococcal nuclease
29.89,0.124657,GCN1,DMSO,- micrococcal nuclease
29.99,0.12856499999999998,GCN1,DMSO,- micrococcal nuclease
30.09,0.132836,GCN1,DMSO,- micrococcal nuclease
30.19,0.138042,GCN1,DMSO,- micrococcal nuclease
30.29,0.142171,GCN1,DMSO,- micrococcal nuclease
30.39,0.14731899999999998,GCN1,DMSO,- micrococcal nuclease
30.49,0.153791,GCN1,DMSO,- micrococcal nuclease
30.58,0.160534,GCN1,DMSO,- micrococcal nuclease
30.68,0.168161,GCN1,DMSO,- micrococcal nuclease
30.78,0.17744300000000002,GCN1,DMSO,- micrococcal nuclease
30.88,0.187604,GCN1,DMSO,- micrococcal nuclease
30.98,0.200857,GCN1,DMSO,- micrococcal nuclease
31.08,0.215984,GCN1,DMSO,- micrococcal nuclease
31.18,0.23656499999999997,GCN1,DMSO,- micrococcal nuclease
31.28,0.259588,GCN1,DMSO,- micrococcal nuclease
31.38,0.28937599999999997,GCN1,DMSO,- micrococcal nuclease
31.48,0.32047,GCN1,DMSO,- micrococcal nuclease
31.58,0.356848,GCN1,DMSO,- micrococcal nuclease
31.68,0.39293,GCN1,DMSO,- micrococcal nuclease
31.78,0.431735,GCN1,DMSO,- micrococcal nuclease
31.88,0.464334,GCN1,DMSO,- micrococcal nuclease
31.98,0.492765,GCN1,DMSO,- micrococcal nuclease
32.08,0.522,GCN1,DMSO,- micrococcal nuclease
32.18,0.5528919999999999,GCN1,DMSO,- micrococcal nuclease
32.28,0.564487,GCN1,DMSO,- micrococcal nuclease
32.38,0.57269,GCN1,DMSO,- micrococcal nuclease
32.48,0.5789179999999999,GCN1,DMSO,- micrococcal nuclease
32.58,0.581014,GCN1,DMSO,- micrococcal nuclease
32.68,0.56996,GCN1,DMSO,- micrococcal nuclease
32.78,0.556569,GCN1,DMSO,- micrococcal nuclease
32.88,0.542935,GCN1,DMSO,- micrococcal nuclease
32.98,0.52283,GCN1,DMSO,- micrococcal nuclease
33.08,0.502408,GCN1,DMSO,- micrococcal nuclease
33.18,0.47975999999999996,GCN1,DMSO,- micrococcal nuclease
33.28,0.45777599999999996,GCN1,DMSO,- micrococcal nuclease
33.38,0.43268599999999996,GCN1,DMSO,- micrococcal nuclease
33.48,0.406823,GCN1,DMSO,- micrococcal nuclease
33.57,0.388605,GCN1,DMSO,- micrococcal nuclease
33.68,0.36391199999999996,GCN1,DMSO,- micrococcal nuclease
33.78,0.345474,GCN1,DMSO,- micrococcal nuclease
33.87,0.324816,GCN1,DMSO,- micrococcal nuclease
33.97,0.308232,GCN1,DMSO,- micrococcal nuclease
34.07,0.28658,GCN1,DMSO,- micrococcal nuclease
34.17,0.27430499999999997,GCN1,DMSO,- micrococcal nuclease
34.27,0.253955,GCN1,DMSO,- micrococcal nuclease
34.37,0.24332899999999996,GCN1,DMSO,- micrococcal nuclease
34.47,0.22763,GCN1,DMSO,- micrococcal nuclease
34.57,0.214144,GCN1,DMSO,- micrococcal nuclease
34.67,0.198704,GCN1,DMSO,- micrococcal nuclease
34.77,0.18988699999999997,GCN1,DMSO,- micrococcal nuclease
34.87,0.18152000000000001,GCN1,DMSO,- micrococcal nuclease
34.97,0.169346,GCN1,DMSO,- micrococcal nuclease
35.07,0.155404,GCN1,DMSO,- micrococcal nuclease
35.17,0.15147300000000002,GCN1,DMSO,- micrococcal nuclease
35.27,0.14402700000000002,GCN1,DMSO,- micrococcal nuclease
35.37,0.129981,GCN1,DMSO,- micrococcal nuclease
35.47,0.12485500000000001,GCN1,DMSO,- micrococcal nuclease
35.57,0.11864100000000001,GCN1,DMSO,- micrococcal nuclease
35.67,0.111746,GCN1,DMSO,- micrococcal nuclease
35.77,0.10557799999999999,GCN1,DMSO,- micrococcal nuclease
35.87,0.09988699999999999,GCN1,DMSO,- micrococcal nuclease
35.97,0.09033599999999999,GCN1,DMSO,- micrococcal nuclease
36.07,0.086238,GCN1,DMSO,- micrococcal nuclease
36.17,0.08142200000000001,GCN1,DMSO,- micrococcal nuclease
36.27,0.07546199999999999,GCN1,DMSO,- micrococcal nuclease
36.36,0.069319,GCN1,DMSO,- micrococcal nuclease
36.46,0.07121499999999999,GCN1,DMSO,- micrococcal nuclease
36.57,0.06355599999999999,GCN1,DMSO,- micrococcal nuclease
36.66,0.06335700000000001,GCN1,DMSO,- micrococcal nuclease
36.76,0.060707,GCN1,DMSO,- micrococcal nuclease
36.86,0.057612,GCN1,DMSO,- micrococcal nuclease
36.96,0.053344,GCN1,DMSO,- micrococcal nuclease
37.06,0.053192,GCN1,DMSO,- micrococcal nuclease
37.16,0.050304,GCN1,DMSO,- micrococcal nuclease
37.26,0.05115,GCN1,DMSO,- micrococcal nuclease
37.36,0.049307000000000004,GCN1,DMSO,- micrococcal nuclease
37.46,0.043805,GCN1,DMSO,- micrococcal nuclease
37.56,0.044399999999999995,GCN1,DMSO,- micrococcal nuclease
37.66,0.04596,GCN1,DMSO,- micrococcal nuclease
37.76,0.045551999999999995,GCN1,DMSO,- micrococcal nuclease
37.86,0.039277999999999993,GCN1,DMSO,- micrococcal nuclease
37.96,0.037244,GCN1,DMSO,- micrococcal nuclease
38.06,0.038845000000000005,GCN1,DMSO,- micrococcal nuclease
38.16,0.041651999999999995,GCN1,DMSO,- micrococcal nuclease
38.26,0.032395999999999994,GCN1,DMSO,- micrococcal nuclease
38.36,0.033657999999999993,GCN1,DMSO,- micrococcal nuclease
38.46,0.030947000000000002,GCN1,DMSO,- micrococcal nuclease
38.56,0.031092999999999996,GCN1,DMSO,- micrococcal nuclease
38.66,0.029068999999999998,GCN1,DMSO,- micrococcal nuclease
38.75,0.027365,GCN1,DMSO,- micrococcal nuclease
38.86,0.027229000000000003,GCN1,DMSO,- micrococcal nuclease
38.96,0.024946999999999997,GCN1,DMSO,- micrococcal nuclease
39.06,0.023298,GCN1,DMSO,- micrococcal nuclease
39.15,0.020777000000000004,GCN1,DMSO,- micrococcal nuclease
39.26,0.019806000000000004,GCN1,DMSO,- micrococcal nuclease
39.35,0.020432999999999993,GCN1,DMSO,- micrococcal nuclease
39.45,0.018082,GCN1,DMSO,- micrococcal nuclease
39.56,0.018159999999999996,GCN1,DMSO,- micrococcal nuclease
39.66,0.017678,GCN1,DMSO,- micrococcal nuclease
39.76,0.015675999999999995,GCN1,DMSO,- micrococcal nuclease
39.85,0.015965999999999994,GCN1,DMSO,- micrococcal nuclease
39.96,0.014343999999999996,GCN1,DMSO,- micrococcal nuclease
40.05,0.015728999999999993,GCN1,DMSO,- micrococcal nuclease
40.15,0.016184000000000004,GCN1,DMSO,- micrococcal nuclease
40.25,0.015419000000000002,GCN1,DMSO,- micrococcal nuclease
40.35,0.011692999999999995,GCN1,DMSO,- micrococcal nuclease
40.45,0.013608999999999996,GCN1,DMSO,- micrococcal nuclease
40.55,0.014561000000000004,GCN1,DMSO,- micrococcal nuclease
40.65,0.015084,GCN1,DMSO,- micrococcal nuclease
40.75,0.010388999999999995,GCN1,DMSO,- micrococcal nuclease
40.85,0.011890999999999999,GCN1,DMSO,- micrococcal nuclease
40.95,0.012770000000000004,GCN1,DMSO,- micrococcal nuclease
41.05,0.010974999999999999,GCN1,DMSO,- micrococcal nuclease
41.15,0.008874999999999994,GCN1,DMSO,- micrococcal nuclease
41.25,0.009943999999999995,GCN1,DMSO,- micrococcal nuclease
41.35,0.008218000000000003,GCN1,DMSO,- micrococcal nuclease
41.45,0.008807999999999996,GCN1,DMSO,- micrococcal nuclease
41.55,0.007732000000000003,GCN1,DMSO,- micrococcal nuclease
41.65,0.0064670000000000005,GCN1,DMSO,- micrococcal nuclease
41.75,0.0048819999999999975,GCN1,DMSO,- micrococcal nuclease
41.85,0.006073999999999996,GCN1,DMSO,- micrococcal nuclease
41.95,0.005391999999999994,GCN1,DMSO,- micrococcal nuclease
42.05,0.003821999999999992,GCN1,DMSO,- micrococcal nuclease
42.14,0.004629999999999995,GCN1,DMSO,- micrococcal nuclease
42.25,0.003682999999999992,GCN1,DMSO,- micrococcal nuclease
42.35,0.0038720000000000004,GCN1,DMSO,- micrococcal nuclease
42.45,0.0032969999999999944,GCN1,DMSO,- micrococcal nuclease
42.55,0.004139000000000004,GCN1,DMSO,- micrococcal nuclease
42.65,0.002696999999999991,GCN1,DMSO,- micrococcal nuclease
42.74,0.004418999999999992,GCN1,DMSO,- micrococcal nuclease
42.85,0.003469,GCN1,DMSO,- micrococcal nuclease
42.94,0.005077999999999999,GCN1,DMSO,- micrococcal nuclease
43.04,0.004534999999999997,GCN1,DMSO,- micrococcal nuclease
43.14,0.005035999999999999,GCN1,DMSO,- micrococcal nuclease
43.24,0.0035029999999999922,GCN1,DMSO,- micrococcal nuclease
43.34,0.006943999999999992,GCN1,DMSO,- micrococcal nuclease
43.44,0.007986999999999994,GCN1,DMSO,- micrococcal nuclease
43.54,0.006864999999999996,GCN1,DMSO,- micrococcal nuclease
43.64,0.006533999999999998,GCN1,DMSO,- micrococcal nuclease
43.74,0.009328000000000003,GCN1,DMSO,- micrococcal nuclease
43.84,0.011883999999999992,GCN1,DMSO,- micrococcal nuclease
43.94,0.010581999999999994,GCN1,DMSO,- micrococcal nuclease
44.04,0.01378,GCN1,DMSO,- micrococcal nuclease
44.14,0.015205999999999997,GCN1,DMSO,- micrococcal nuclease
44.24,0.016918000000000002,GCN1,DMSO,- micrococcal nuclease
