sample_name,treatment,control,gene,num,neg_score,neg_p_value,neg_fdr,neg_rank,neg_goodsgrna,pos_score,pos_p_value,pos_fdr,pos_rank,pos_goodsgrna,lfc,p_value,fdr,goodsgrna,reporter,annotation,priority,x
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MTHFSD,4,0.018408,0.058899,NA,199,2,0.29081,0.44752,NA,972,2,-1.2598,0.058899,1,2,NTC,Other,10,1065
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MTHFSD,4,0.23114,0.38425,NA,802,2,0.12534,0.26005,NA,552,1,-0.21728,0.38425,1,2,PTC,Other,10,1065
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MTIF2,4,0.3961,0.54423,NA,1079,2,0.15528,0.30839,NA,694,2,0.071768,0.30839,1,2,NTC,Other,10,1066
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MTIF2,4,0.8079,0.81301,NA,1650,1,0.5807,0.68795,NA,1331,1,0.097673,0.68795,1,1,PTC,Other,10,1066
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MTIF3,4,0.80127,0.80453,NA,1639,1,0.87078,0.87021,NA,1808,0,-0.020175,0.80453,1,1,NTC,Other,10,1067
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MTIF3,3,0.78785,0.78846,NA,1613,0,0.21212,0.33049,NA,738,2,0.40077,0.33049,1,2,PTC,Other,10,1067
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MTO1,4,0.92613,0.9259,NA,1951,0,0.033651,0.095266,0.224251,242,3,0.78775,0.095266,0.224251,3,NTC,Other,10,1068
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MTO1,4,0.88261,0.88345,NA,1802,0,0.35445,0.51029,NA,966,2,0.12479,0.51029,1,2,PTC,Other,10,1068
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MTPAP,4,0.17681,0.32739,NA,705,2,0.27787,0.4354,NA,944,2,-0.40067,0.32739,1,2,NTC,Other,10,1069
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MTPAP,4,0.21858,0.372,NA,777,1,0.3392,0.49521,NA,946,2,0.22362,0.49521,1,2,PTC,Other,10,1069
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MTREX,4,0.22586,0.37552,NA,797,2,0.10409,0.2233,NA,537,2,-0.05603,0.37552,1,2,NTC,RNA exosome,5,1070
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MTREX,4,0.99999,0.99998,NA,2177,0,9.9096e-6,5.6616e-5,0.00188,14,4,2.1861,5.6616e-5,0.00188,4,PTC,RNA exosome,5,1070
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MTRF1,4,0.1536,0.30409,NA,661,1,0.10808,0.23028,0.288027,556,3,0.71478,0.23028,0.288027,3,NTC,Other,10,1071
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MTRF1,4,0.11191,0.23632,NA,537,2,0.91224,0.91305,NA,1875,0,-0.35577,0.23632,1,2,PTC,Other,10,1071
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MTRF1L,4,0.75644,0.77038,NA,1555,1,0.29631,0.45274,NA,987,1,-0.13108,0.77038,1,1,NTC,Other,10,1072
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MTRF1L,4,0.67668,0.72613,NA,1451,1,0.070201,0.16292,0.251687,369,3,0.73352,0.16292,0.251687,3,PTC,Other,10,1072
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MVP,4,0.66921,0.71546,NA,1434,1,0.028052,0.083957,NA,216,2,1.2189,0.083957,1,2,NTC,Other,10,1073
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MVP,4,0.43429,0.58515,NA,1155,2,0.18032,0.34246,NA,678,1,-0.2977,0.58515,1,2,PTC,Other,10,1073
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MYBBP1A,4,0.62323,0.69151,NA,1377,1,0.093436,0.20553,0.280244,500,3,0.59431,0.20553,0.280244,3,NTC,Other,10,1074
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MYBBP1A,4,0.94689,0.94742,NA,1963,0,0.22774,0.38737,NA,761,2,0.24755,0.38737,1,2,PTC,Other,10,1074
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MYEF2,3,0.52281,0.57363,NA,1274,1,0.79901,0.79992,NA,1654,0,-0.21656,0.57363,1,1,NTC,Other,10,1075
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MYEF2,4,0.12512,0.25914,0.294349,578,3,0.91568,0.91653,NA,1884,0,-0.36808,0.25914,0.294349,3,PTC,Other,10,1075
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MYH14,4,0.20725,0.35741,NA,755,2,0.66253,0.7242,NA,1475,1,-0.39332,0.35741,1,2,NTC,Other,10,1076
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MYH14,4,0.015364,0.049937,NA,171,2,0.52023,0.66307,NA,1269,1,-0.87225,0.049937,1,2,PTC,Other,10,1076
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MYH9,4,0.21203,0.36207,NA,760,1,0.78343,0.79595,NA,1634,1,0.0085887,0.79595,1,1,NTC,Other,10,1077
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MYH9,4,0.9073,0.90831,NA,1857,0,0.42527,0.57819,NA,1100,2,0.16023,0.57819,1,2,PTC,Other,10,1077
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MYO18A,4,0.80013,0.80363,NA,1636,1,0.042382,0.11197,0.226137,293,3,0.73182,0.11197,0.226137,3,NTC,Other,10,1078
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MYO18A,4,0.1549,0.30846,0.30994,672,3,0.80358,0.81234,NA,1610,1,-0.26645,0.30846,0.30994,3,PTC,Other,10,1078
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,MYO5A,4,0.16985,0.32036,NA,690,1,0.5269,0.66487,NA,1361,1,0.1292,0.66487,1,1,NTC,Other,10,1079
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,MYO5A,4,0.26321,0.41621,NA,847,1,0.23304,0.39271,NA,773,1,0.043689,0.39271,1,1,PTC,Other,10,1079
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,N4BP1,4,0.24499,0.39469,NA,833,2,0.53122,0.66655,NA,1365,1,-0.65451,0.39469,1,2,NTC,Other,10,1080
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,N4BP1,4,0.29745,0.45022,NA,908,1,0.15759,0.31307,NA,636,2,0.42509,0.31307,1,2,PTC,Other,10,1080
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,N4BP2,4,0.84683,0.84638,NA,1741,1,0.14949,0.29874,0.318508,681,3,0.51925,0.29874,0.318508,3,NTC,Other,10,1081
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,N4BP2,4,0.47083,0.62085,NA,1222,1,0.13184,0.27068,NA,571,2,0.28064,0.27068,1,2,PTC,Other,10,1081
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NAA15,4,0.44472,0.59242,NA,1172,1,0.093724,0.206,0.280244,501,3,0.38695,0.206,0.280244,3,NTC,Other,10,1082
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NAA15,4,0.23189,0.38495,NA,803,2,0.60813,0.70007,NA,1353,1,-0.0926,0.38495,1,2,PTC,Other,10,1082
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NAA38,4,0.7486,0.76498,NA,1542,1,0.41005,0.56128,NA,1184,2,0.11136,0.56128,1,2,NTC,Other,10,1083
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NAA38,4,0.85963,0.86035,NA,1755,0,0.012626,0.041735,NA,176,2,0.0033225,0.041735,1,2,PTC,Other,10,1083
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NAA50,4,0.015835,0.051174,NA,180,1,0.73884,0.76643,NA,1566,1,-0.045341,0.051174,1,1,NTC,Other,10,1084
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NAA50,4,0.091137,0.1998,0.267251,463,3,0.84099,0.84266,NA,1709,1,-0.63058,0.1998,0.267251,3,PTC,Other,10,1084
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NACA,4,0.32118,0.46967,NA,962,1,0.074479,0.17213,0.264348,418,3,0.83489,0.17213,0.264348,3,NTC,Other,10,1085
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NACA,4,0.24095,0.39416,NA,814,2,0.64065,0.71503,NA,1389,1,-0.10297,0.39416,1,2,PTC,Other,10,1085
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NAF1,4,0.22627,0.37596,NA,800,2,0.88159,0.88143,NA,1829,0,-0.44784,0.37596,1,2,NTC,Other,10,1086
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NAF1,4,0.56263,0.66964,NA,1318,1,0.092794,0.20383,0.277339,438,3,0.64603,0.20383,0.277339,3,PTC,Other,10,1086
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NANOS1,4,0.85052,0.85007,NA,1755,0,0.046515,0.12007,0.230774,315,3,0.68417,0.12007,0.230774,3,NTC,Other,10,1087
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NANOS1,4,0.94602,0.94657,NA,1960,0,0.2338,0.39342,NA,775,2,0.34776,0.39342,1,2,PTC,Other,10,1087
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NANOS2,4,0.81086,0.81236,NA,1658,1,0.036974,0.10156,0.224781,261,3,1.0699,0.10156,0.224781,3,NTC,Other,10,1088
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NANOS2,4,0.16547,0.31971,NA,689,2,0.8877,0.88878,NA,1815,0,-0.23922,0.31971,1,2,PTC,Other,10,1088
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NANOS3,4,0.001627,0.0060987,0.060281,41,3,0.67478,0.7304,NA,1492,1,-1.3953,0.0060987,0.060281,3,NTC,Other,10,1089
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NANOS3,4,0.00497,0.017476,0.094151,82,3,0.96686,0.96691,NA,2031,0,-1.1655,0.017476,0.094151,3,PTC,Other,10,1089
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NAP1L1,3,0.58659,0.61689,NA,1337,1,0.29027,0.42697,NA,970,2,0.34877,0.42697,1,2,NTC,Other,10,1090
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NAP1L1,4,0.79864,0.80568,NA,1633,1,0.42835,0.581,NA,1109,2,0.21259,0.581,1,2,PTC,Other,10,1090
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NAP1L4,4,0.71644,0.74355,NA,1502,1,0.86851,0.86806,NA,1801,0,0.0081072,0.86806,1,0,NTC,Other,10,1091
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NAP1L4,4,0.016242,0.052442,0.144961,179,4,0.98376,0.98394,NA,2085,0,-0.6495,0.052442,0.144961,4,PTC,Other,10,1091
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NAPA,4,0.43033,0.57833,NA,1150,2,0.93426,0.93429,NA,1948,0,-0.40714,0.57833,1,2,NTC,Other,10,1092
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NAPA,4,0.08468,0.188,0.258038,446,3,0.96014,0.96031,NA,2014,0,-0.6378,0.188,0.258038,3,PTC,Other,10,1092
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NARS1,4,0.7897,0.79518,NA,1619,1,0.43456,0.58495,NA,1235,1,-0.29204,0.79518,1,1,NTC,tRNA metabolism,3,1093
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NARS1,4,0.91298,0.9138,NA,1872,0,0.0013287,0.0050705,0.032545,75,3,1.7549,0.0050705,0.032545,3,PTC,tRNA metabolism,3,1093
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NARS2,4,0.11303,0.23752,NA,529,2,0.56055,0.67856,NA,1391,1,-0.096847,0.23752,1,2,NTC,Other,10,1094
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NARS2,4,0.062445,0.14719,0.234166,364,3,0.93385,0.93457,NA,1931,0,-0.66499,0.14719,0.234166,3,PTC,Other,10,1094
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NAT10,4,0.62346,0.69166,NA,1378,1,0.098196,0.21342,0.285251,514,3,0.72707,0.21342,0.285251,3,NTC,Other,10,1095
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NAT10,4,0.99163,0.99181,NA,2089,0,0.0083673,0.028315,0.092721,152,4,0.587,0.028315,0.092721,4,PTC,Other,10,1095
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NBPF10,3,0.11198,0.2028,NA,524,2,0.71643,0.72344,NA,1531,1,-0.58454,0.2028,1,2,NTC,Other,10,1096
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NBPF10,4,0.025265,0.075156,0.165634,233,3,0.71374,0.75399,NA,1483,1,-1.2291,0.075156,0.165634,3,PTC,Other,10,1096
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NCBP1,4,0.038821,0.10229,0.196173,273,3,0.24105,0.40042,NA,871,1,-1.1018,0.10229,0.196173,3,NTC,Other,10,1097
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NCBP1,4,0.10845,0.23034,NA,519,2,0.9364,0.93686,NA,1938,0,-0.43851,0.23034,1,2,PTC,Other,10,1097
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NCBP2,4,0.31864,0.46719,NA,953,2,0.6975,0.74233,NA,1512,1,-0.1447,0.46719,1,2,NTC,Other,10,1098
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NCBP2,3,0.88977,0.88946,NA,1817,0,0.33615,0.47723,NA,941,2,0.26467,0.47723,1,2,PTC,Other,10,1098
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NCL,4,0.15124,0.30159,0.301996,653,3,0.011599,0.038125,NA,106,1,-0.47358,0.30159,0.301996,3,NTC,Other,10,1099
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NCL,4,0.7485,0.76997,NA,1558,1,0.017428,0.055866,0.138207,201,3,0.92801,0.055866,0.138207,3,PTC,Other,10,1099
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NCOA5,4,0.15074,0.30072,0.301996,650,3,0.66963,0.72773,NA,1485,1,-0.5127,0.30072,0.301996,3,NTC,Other,10,1100
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NCOA5,4,0.12447,0.25792,0.294349,576,3,0.96937,0.9693,NA,2039,0,-0.30903,0.25792,0.294349,3,PTC,Other,10,1100
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NDRG1,4,0.78896,0.79465,NA,1618,1,0.90067,0.90087,NA,1864,0,-0.18068,0.79465,1,1,NTC,Other,10,1101
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NDRG1,4,0.71894,0.75098,NA,1515,1,0.94965,0.95012,NA,1975,0,-0.15064,0.75098,1,1,PTC,Other,10,1101
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NDRG2,4,0.14334,0.28852,0.295376,635,3,0.27488,0.4326,NA,936,1,-0.76764,0.28852,0.295376,3,NTC,Other,10,1102
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NDRG2,4,0.34504,0.49774,NA,988,1,0.75627,0.77967,NA,1541,1,0.14952,0.77967,1,1,PTC,Other,10,1102
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NDRG4,4,0.072366,0.16642,0.242317,392,3,0.13114,0.26867,NA,626,1,-0.75218,0.16642,0.242317,3,NTC,Other,10,1103
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NDRG4,4,0.42896,0.57993,NA,1140,2,0.63004,0.71017,NA,1379,1,-0.2275,0.57993,1,2,PTC,Other,10,1103
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NDUFS6,4,0.7657,0.77695,NA,1575,1,0.057282,0.14042,NA,360,2,0.7053,0.14042,1,2,NTC,Other,10,1104
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NDUFS6,4,0.71751,0.75012,NA,1511,1,0.017833,0.05699,0.138834,205,3,1.0169,0.05699,0.138834,3,PTC,Other,10,1104
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NDUFV3,4,0.11555,0.24176,0.282651,536,3,0.87393,0.87342,NA,1813,0,-0.39935,0.24176,0.282651,3,NTC,Other,10,1105
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NDUFV3,4,0.90456,0.90555,NA,1849,0,0.35669,0.51244,NA,967,2,0.23772,0.51244,1,2,PTC,Other,10,1105
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NELFE,4,0.022864,0.069749,0.153834,217,3,0.12986,0.26657,NA,619,1,-0.51005,0.069749,0.153834,3,NTC,Other,10,1106
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NELFE,4,5.2176e-4,0.0020812,0.050311,18,4,0.99948,0.99959,NA,2176,0,-1.146,0.0020812,0.050311,4,PTC,Other,10,1106
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NFS1,4,0.68947,0.72715,NA,1464,1,0.1232,0.25544,NA,595,1,0.094975,0.25544,1,1,NTC,Other,10,1107
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NFS1,4,0.040792,0.10596,0.198684,292,3,0.27524,0.43379,NA,842,1,-0.79081,0.10596,0.198684,3,PTC,Other,10,1107
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NFX1,3,0.81088,0.81172,NA,1659,0,0.28978,0.42636,NA,967,2,0.34297,0.42636,1,2,NTC,Other,10,1108
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NFX1,4,0.12079,0.2516,NA,562,2,0.57781,0.68654,NA,1329,1,-0.67972,0.2516,1,2,PTC,Other,10,1108
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NGB,4,0.13531,0.27496,0.291087,606,3,0.6719,0.72886,NA,1488,1,-0.39054,0.27496,0.291087,3,NTC,Other,NA,1109
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NGB,4,0.99786,0.99795,NA,2126,0,0.0021424,0.0079964,0.043745,89,4,1.5973,0.0079964,0.043745,4,PTC,Other,NA,1109
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NGDN,4,0.76921,0.77964,NA,1581,1,0.031608,0.091272,0.220265,228,3,0.90347,0.091272,0.220265,3,NTC,Other,10,1110
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NGDN,4,0.98816,0.98819,NA,2078,0,0.011844,0.039312,0.11354,173,4,0.62194,0.039312,0.11354,4,PTC,Other,10,1110
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NGRN,4,0.20537,0.35533,NA,751,2,0.39991,0.55159,NA,1165,2,0.012049,0.55159,1,2,NTC,Other,10,1111
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NGRN,4,0.075929,0.17222,NA,411,2,0.83367,0.83629,NA,1691,1,-0.28567,0.17222,1,2,PTC,Other,10,1111
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NHP2,4,0.47744,0.62476,NA,1236,2,0.83025,0.83193,NA,1704,1,-0.0070247,0.62476,1,2,NTC,Other,10,1112
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NHP2,4,0.22126,0.37457,NA,783,1,0.23945,0.39899,NA,784,2,0.10666,0.39899,1,2,PTC,Other,10,1112
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NIFK,4,0.017244,0.055459,NA,192,2,0.86768,0.86727,NA,1799,0,-1.3848,0.055459,1,2,NTC,Other,10,1113
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NIFK,4,0.77762,0.78993,NA,1600,1,0.030326,0.08758,0.182623,251,3,0.23404,0.08758,0.182623,3,PTC,Other,10,1113
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NIP7,4,0.13114,0.26799,NA,593,1,0.18577,0.34778,NA,769,2,0.23627,0.34778,1,2,NTC,Other,10,1114
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NIP7,4,0.6715,0.72319,NA,1443,1,0.038888,0.10438,0.196512,287,3,0.59984,0.10438,0.196512,3,PTC,Other,10,1114
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NKAP,4,0.17446,0.32497,NA,702,2,0.94905,0.9492,NA,1979,0,-0.61214,0.32497,1,2,NTC,Other,10,1115
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NKAP,4,0.0015827,0.0059628,0.067356,39,4,0.99842,0.99853,NA,2164,0,-0.82673,0.0059628,0.067356,4,PTC,Other,10,1115
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NKRF,4,0.61003,0.68494,NA,1364,1,0.0082485,0.027807,0.192498,73,3,1.3149,0.027807,0.192498,3,NTC,Other,10,1116
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NKRF,4,0.21037,0.36373,NA,762,2,0.3849,0.53976,NA,1020,2,0.027595,0.53976,1,2,PTC,Other,10,1116
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NKTR,3,0.91841,0.91899,NA,1934,0,0.32597,0.4686,NA,1041,2,0.24703,0.4686,1,2,NTC,Other,NA,1117
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,NKTR,4,0.40187,0.55363,NA,1088,1,6.9178e-4,0.0026881,NA,62,2,0.83975,0.0026881,1,2,PTC,Other,NA,1117
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,NLRP11,4,0.43624,0.58401,NA,1161,2,0.45646,0.60557,NA,1259,2,-0.086995,0.58401,1,2,NTC,Other,10,1118
